sep=;
time;model_id;model_name;port_name;data
15.4;11;controller;;State(controller): Player Score= 0, Dealer Score= 0
 Current player: CHALLENGER

16.4;10;deck;;State: DRAW_CHALLENGER, cards remaining: 50
Current Order: [5,K,4,10,9,Q,4,10,J,5,10,A,8,A,7,J,A,2,6,K,9,7,5,A,6,J,Q,3,6,2,8,7,2,5,K,Q,2,6,7,4,J,10,K,9,4,3,8,3,8,9,]

16.4;11;controller;commandOutPort;DRAW
16.4;11;controller;playerOutPort;CHALLENGER
16.4;11;controller;;State(controller): Player Score= 0, Dealer Score= 0
 Current player: CHALLENGER

17.4;5;hand;;{value: 13, card: 9}
17.4;10;deck;challengerCardOutPort;9
17.4;10;deck;;State: IDLE, cards remaining: 49
Current Order: [5,K,4,10,9,Q,4,10,J,5,10,A,8,A,7,J,A,2,6,K,9,7,5,A,6,J,Q,3,6,2,8,7,2,5,K,Q,2,6,7,4,J,10,K,9,4,3,8,3,8,]

17.5;5;hand;handValueOut;22
17.5;5;hand;;{value: 22, card: NO CARD}
17.5;6;threshold-c;;{threshold: 15, comparisonValue: 22}
17.6;6;threshold-c;decisionOut;STAND
17.6;6;threshold-c;valueOut;22
17.6;6;threshold-c;;{threshold: 15, comparisonValue: 0}
17.6;11;controller;;State(controller): Player Score= 22, Dealer Score= 0
 Current player: CHALLENGER

18.6;11;controller;outcomeOutPort;LOSE
18.6;11;controller;;State(controller): Player Score= 22, Dealer Score= 0
 Current player: CHALLENGER

18.6;1;start;;inf
18.6;5;hand;;{value: 22, card: NO CARD}
18.6;6;threshold-c;;{threshold: 15, comparisonValue: 0}
18.6;8;hand;;{value: 0, card: NO CARD}
18.6;9;threshold-d;;{threshold: 17, comparisonValue: 0}
18.6;10;deck;;State: IDLE, cards remaining: 49
Current Order: [5,K,4,10,9,Q,4,10,J,5,10,A,8,A,7,J,A,2,6,K,9,7,5,A,6,J,Q,3,6,2,8,7,2,5,K,Q,2,6,7,4,J,10,K,9,4,3,8,3,8,]

18.6;11;controller;;State(controller): Player Score= 22, Dealer Score= 0
 Current player: CHALLENGER

