sep=;
time;model_id;model_name;port_name;data
15.4;6;threshold-c;;{threshold: 15, comparisonValue: 0}
15.4;11;controller;;State(controller): Player Score= 15, Dealer Score= 0
 Current player: CHALLENGER

16.4;11;controller;outcomeOutPort;CONTINUE
16.4;11;controller;;State(controller): Player Score= 15, Dealer Score= 0
 Current player: DEALER

17.4;10;deck;;State: DRAW_DEALER, cards remaining: 50
Current Order: [3,5,9,6,4,9,J,6,6,5,5,K,7,Q,5,J,10,2,Q,8,Q,2,7,9,A,A,2,K,10,10,4,J,8,A,10,2,Q,3,K,4,4,K,J,A,8,6,7,3,9,3,]

17.4;11;controller;commandOutPort;DRAW
17.4;11;controller;playerOutPort;DEALER
17.4;11;controller;;State(controller): Player Score= 15, Dealer Score= 0
 Current player: DEALER

18.4;8;hand;;{value: 0, card: 3}
18.4;10;deck;dealerCardOutPort;3
18.4;10;deck;;State: IDLE, cards remaining: 49
Current Order: [3,5,9,6,4,9,J,6,6,5,5,K,7,Q,5,J,10,2,Q,8,Q,2,7,9,A,A,2,K,10,10,4,J,8,A,10,2,Q,3,K,4,4,K,J,A,8,6,7,3,9,]

18.5;8;hand;handValueOut;3
18.5;8;hand;;{value: 3, card: NO CARD}
18.5;9;threshold-d;;{threshold: 17, comparisonValue: 3}
18.6;9;threshold-d;decisionOut;HIT
18.6;9;threshold-d;;{threshold: 17, comparisonValue: 0}
18.6;11;controller;;State(controller): Player Score= 15, Dealer Score= 0
 Current player: DEALER

19.6;10;deck;;State: DRAW_DEALER, cards remaining: 49
Current Order: [3,5,9,6,4,9,J,6,6,5,5,K,7,Q,5,J,10,2,Q,8,Q,2,7,9,A,A,2,K,10,10,4,J,8,A,10,2,Q,3,K,4,4,K,J,A,8,6,7,3,9,]

19.6;11;controller;commandOutPort;DRAW
19.6;11;controller;playerOutPort;DEALER
19.6;11;controller;;State(controller): Player Score= 15, Dealer Score= 0
 Current player: DEALER

20.6;8;hand;;{value: 3, card: 9}
20.6;10;deck;dealerCardOutPort;9
20.6;10;deck;;State: IDLE, cards remaining: 48
Current Order: [3,5,9,6,4,9,J,6,6,5,5,K,7,Q,5,J,10,2,Q,8,Q,2,7,9,A,A,2,K,10,10,4,J,8,A,10,2,Q,3,K,4,4,K,J,A,8,6,7,3,]

20.7;8;hand;handValueOut;12
20.7;8;hand;;{value: 12, card: NO CARD}
20.7;9;threshold-d;;{threshold: 17, comparisonValue: 12}
20.8;9;threshold-d;decisionOut;HIT
20.8;9;threshold-d;;{threshold: 17, comparisonValue: 0}
20.8;11;controller;;State(controller): Player Score= 15, Dealer Score= 0
 Current player: DEALER

21.8;10;deck;;State: DRAW_DEALER, cards remaining: 48
Current Order: [3,5,9,6,4,9,J,6,6,5,5,K,7,Q,5,J,10,2,Q,8,Q,2,7,9,A,A,2,K,10,10,4,J,8,A,10,2,Q,3,K,4,4,K,J,A,8,6,7,3,]

21.8;11;controller;commandOutPort;DRAW
21.8;11;controller;playerOutPort;DEALER
21.8;11;controller;;State(controller): Player Score= 15, Dealer Score= 0
 Current player: DEALER

22.8;8;hand;;{value: 12, card: 3}
22.8;10;deck;dealerCardOutPort;3
22.8;10;deck;;State: IDLE, cards remaining: 47
Current Order: [3,5,9,6,4,9,J,6,6,5,5,K,7,Q,5,J,10,2,Q,8,Q,2,7,9,A,A,2,K,10,10,4,J,8,A,10,2,Q,3,K,4,4,K,J,A,8,6,7,]

22.9;8;hand;handValueOut;15
22.9;8;hand;;{value: 15, card: NO CARD}
22.9;9;threshold-d;;{threshold: 17, comparisonValue: 15}
23;9;threshold-d;decisionOut;HIT
23;9;threshold-d;;{threshold: 17, comparisonValue: 0}
23;11;controller;;State(controller): Player Score= 15, Dealer Score= 0
 Current player: DEALER

24;10;deck;;State: DRAW_DEALER, cards remaining: 47
Current Order: [3,5,9,6,4,9,J,6,6,5,5,K,7,Q,5,J,10,2,Q,8,Q,2,7,9,A,A,2,K,10,10,4,J,8,A,10,2,Q,3,K,4,4,K,J,A,8,6,7,]

24;11;controller;commandOutPort;DRAW
24;11;controller;playerOutPort;DEALER
24;11;controller;;State(controller): Player Score= 15, Dealer Score= 0
 Current player: DEALER

25;8;hand;;{value: 15, card: 7}
25;10;deck;dealerCardOutPort;7
25;10;deck;;State: IDLE, cards remaining: 46
Current Order: [3,5,9,6,4,9,J,6,6,5,5,K,7,Q,5,J,10,2,Q,8,Q,2,7,9,A,A,2,K,10,10,4,J,8,A,10,2,Q,3,K,4,4,K,J,A,8,6,]

25.1;8;hand;handValueOut;22
25.1;8;hand;;{value: 22, card: NO CARD}
25.1;9;threshold-d;;{threshold: 17, comparisonValue: 22}
25.2;9;threshold-d;decisionOut;STAND
25.2;9;threshold-d;valueOut;22
25.2;9;threshold-d;;{threshold: 17, comparisonValue: 0}
25.2;11;controller;;State(controller): Player Score= 15, Dealer Score= 22
 Current player: DEALER

26.2;11;controller;outcomeOutPort;WIN
26.2;11;controller;;State(controller): Player Score= 15, Dealer Score= 22
 Current player: DEALER

26.2;1;start;;inf
26.2;5;hand;;{value: 15, card: NO CARD}
26.2;6;threshold-c;;{threshold: 15, comparisonValue: 0}
26.2;8;hand;;{value: 22, card: NO CARD}
26.2;9;threshold-d;;{threshold: 17, comparisonValue: 0}
26.2;10;deck;;State: IDLE, cards remaining: 46
Current Order: [3,5,9,6,4,9,J,6,6,5,5,K,7,Q,5,J,10,2,Q,8,Q,2,7,9,A,A,2,K,10,10,4,J,8,A,10,2,Q,3,K,4,4,K,J,A,8,6,]

26.2;11;controller;;State(controller): Player Score= 15, Dealer Score= 22
 Current player: DEALER

