sep=;
time;model_id;model_name;port_name;data
15.4;11;controller;;State(controller): Player Score= 0, Dealer Score= 0
 Current player: CHALLENGER

16.4;10;deck;;State: DRAW_CHALLENGER, cards remaining: 50
Current Order: [Q,Q,3,10,K,2,K,8,A,K,4,5,9,7,2,5,8,3,7,10,10,3,6,7,Q,7,2,6,4,K,2,9,J,Q,A,9,A,J,6,4,5,10,8,9,5,8,3,J,J,A,]

16.4;11;controller;commandOutPort;DRAW
16.4;11;controller;playerOutPort;CHALLENGER
16.4;11;controller;;State(controller): Player Score= 0, Dealer Score= 0
 Current player: CHALLENGER

17.4;5;hand;;{value: 10, card: A}
17.4;10;deck;challengerCardOutPort;A
17.4;10;deck;;State: IDLE, cards remaining: 49
Current Order: [Q,Q,3,10,K,2,K,8,A,K,4,5,9,7,2,5,8,3,7,10,10,3,6,7,Q,7,2,6,4,K,2,9,J,Q,A,9,A,J,6,4,5,10,8,9,5,8,3,J,J,]

17.5;5;hand;handValueOut;11
17.5;5;hand;;{value: 11, card: NO CARD}
17.5;6;threshold-c;;{threshold: 15, comparisonValue: 11}
17.6;6;threshold-c;decisionOut;HIT
17.6;6;threshold-c;;{threshold: 15, comparisonValue: 0}
17.6;11;controller;;State(controller): Player Score= 0, Dealer Score= 0
 Current player: CHALLENGER

18.6;10;deck;;State: DRAW_CHALLENGER, cards remaining: 49
Current Order: [Q,Q,3,10,K,2,K,8,A,K,4,5,9,7,2,5,8,3,7,10,10,3,6,7,Q,7,2,6,4,K,2,9,J,Q,A,9,A,J,6,4,5,10,8,9,5,8,3,J,J,]

18.6;11;controller;commandOutPort;DRAW
18.6;11;controller;playerOutPort;CHALLENGER
18.6;11;controller;;State(controller): Player Score= 0, Dealer Score= 0
 Current player: CHALLENGER

19.6;5;hand;;{value: 11, card: J}
19.6;10;deck;challengerCardOutPort;J
19.6;10;deck;;State: IDLE, cards remaining: 48
Current Order: [Q,Q,3,10,K,2,K,8,A,K,4,5,9,7,2,5,8,3,7,10,10,3,6,7,Q,7,2,6,4,K,2,9,J,Q,A,9,A,J,6,4,5,10,8,9,5,8,3,J,]

19.7;5;hand;handValueOut;21
19.7;5;hand;;{value: 21, card: NO CARD}
19.7;6;threshold-c;;{threshold: 15, comparisonValue: 21}
19.8;6;threshold-c;decisionOut;STAND
19.8;6;threshold-c;valueOut;21
19.8;6;threshold-c;;{threshold: 15, comparisonValue: 0}
19.8;11;controller;;State(controller): Player Score= 21, Dealer Score= 0
 Current player: CHALLENGER

20.8;11;controller;outcomeOutPort;CONTINUE
20.8;11;controller;;State(controller): Player Score= 21, Dealer Score= 0
 Current player: DEALER

21.8;10;deck;;State: DRAW_DEALER, cards remaining: 48
Current Order: [Q,Q,3,10,K,2,K,8,A,K,4,5,9,7,2,5,8,3,7,10,10,3,6,7,Q,7,2,6,4,K,2,9,J,Q,A,9,A,J,6,4,5,10,8,9,5,8,3,J,]

21.8;11;controller;commandOutPort;DRAW
21.8;11;controller;playerOutPort;DEALER
21.8;11;controller;;State(controller): Player Score= 21, Dealer Score= 0
 Current player: DEALER

22.8;8;hand;;{value: 0, card: J}
22.8;10;deck;dealerCardOutPort;J
22.8;10;deck;;State: IDLE, cards remaining: 47
Current Order: [Q,Q,3,10,K,2,K,8,A,K,4,5,9,7,2,5,8,3,7,10,10,3,6,7,Q,7,2,6,4,K,2,9,J,Q,A,9,A,J,6,4,5,10,8,9,5,8,3,]

22.9;8;hand;handValueOut;10
22.9;8;hand;;{value: 10, card: NO CARD}
22.9;9;threshold-d;;{threshold: 17, comparisonValue: 10}
23;9;threshold-d;decisionOut;HIT
23;9;threshold-d;;{threshold: 17, comparisonValue: 0}
23;11;controller;;State(controller): Player Score= 21, Dealer Score= 0
 Current player: DEALER

24;10;deck;;State: DRAW_DEALER, cards remaining: 47
Current Order: [Q,Q,3,10,K,2,K,8,A,K,4,5,9,7,2,5,8,3,7,10,10,3,6,7,Q,7,2,6,4,K,2,9,J,Q,A,9,A,J,6,4,5,10,8,9,5,8,3,]

24;11;controller;commandOutPort;DRAW
24;11;controller;playerOutPort;DEALER
24;11;controller;;State(controller): Player Score= 21, Dealer Score= 0
 Current player: DEALER

25;8;hand;;{value: 10, card: 3}
25;10;deck;dealerCardOutPort;3
25;10;deck;;State: IDLE, cards remaining: 46
Current Order: [Q,Q,3,10,K,2,K,8,A,K,4,5,9,7,2,5,8,3,7,10,10,3,6,7,Q,7,2,6,4,K,2,9,J,Q,A,9,A,J,6,4,5,10,8,9,5,8,]

25.1;8;hand;handValueOut;13
25.1;8;hand;;{value: 13, card: NO CARD}
25.1;9;threshold-d;;{threshold: 17, comparisonValue: 13}
25.2;9;threshold-d;decisionOut;HIT
25.2;9;threshold-d;;{threshold: 17, comparisonValue: 0}
25.2;11;controller;;State(controller): Player Score= 21, Dealer Score= 0
 Current player: DEALER

26.2;10;deck;;State: DRAW_DEALER, cards remaining: 46
Current Order: [Q,Q,3,10,K,2,K,8,A,K,4,5,9,7,2,5,8,3,7,10,10,3,6,7,Q,7,2,6,4,K,2,9,J,Q,A,9,A,J,6,4,5,10,8,9,5,8,]

26.2;11;controller;commandOutPort;DRAW
26.2;11;controller;playerOutPort;DEALER
26.2;11;controller;;State(controller): Player Score= 21, Dealer Score= 0
 Current player: DEALER

27.2;8;hand;;{value: 13, card: 8}
27.2;10;deck;dealerCardOutPort;8
27.2;10;deck;;State: IDLE, cards remaining: 45
Current Order: [Q,Q,3,10,K,2,K,8,A,K,4,5,9,7,2,5,8,3,7,10,10,3,6,7,Q,7,2,6,4,K,2,9,J,Q,A,9,A,J,6,4,5,10,8,9,5,]

27.3;8;hand;handValueOut;21
27.3;8;hand;;{value: 21, card: NO CARD}
27.3;9;threshold-d;;{threshold: 17, comparisonValue: 21}
27.4;9;threshold-d;decisionOut;STAND
27.4;9;threshold-d;valueOut;21
27.4;9;threshold-d;;{threshold: 17, comparisonValue: 0}
27.4;11;controller;;State(controller): Player Score= 21, Dealer Score= 21
 Current player: DEALER

28.4;11;controller;outcomeOutPort;TIE
28.4;11;controller;;State(controller): Player Score= 21, Dealer Score= 21
 Current player: DEALER

28.4;1;start;;inf
28.4;5;hand;;{value: 21, card: NO CARD}
28.4;6;threshold-c;;{threshold: 15, comparisonValue: 0}
28.4;8;hand;;{value: 21, card: NO CARD}
28.4;9;threshold-d;;{threshold: 17, comparisonValue: 0}
28.4;10;deck;;State: IDLE, cards remaining: 45
Current Order: [Q,Q,3,10,K,2,K,8,A,K,4,5,9,7,2,5,8,3,7,10,10,3,6,7,Q,7,2,6,4,K,2,9,J,Q,A,9,A,J,6,4,5,10,8,9,5,]

28.4;11;controller;;State(controller): Player Score= 21, Dealer Score= 21
 Current player: DEALER

